name,smiles
"(2Z)-2-(2,3-dimethoxybenzylidene)-3-oxo-2,3-dihydro-1-benzofuran-6-yl 2,2-dimethylpropanoate",COc1cccc(/C=C2\Oc3cc(OC(=O)C(C)(C)C)ccc3C2=O)c1OC
"(2Z)-2-(2,3-dimethoxybenzylidene)-6-hydroxy-1-benzofuran-3(2H)-one",COc1cccc(/C=C2\Oc3cc(O)ccc3C2=O)c1OC
"(2Z)-2-(2,4-dimethoxybenzylidene)-3-oxo-2,3-dihydro-1-benzofuran-6-yl acetate",COc1ccc(/C=C2\Oc3cc(OC(C)=O)ccc3C2=O)c(OC)c1
"(2Z)-2-(2,4-dimethoxybenzylidene)-6-hydroxy-1-benzofuran-3(2H)-one",COc1ccc(/C=C2\Oc3cc(O)ccc3C2=O)c(OC)c1
"(2Z)-2-(2,4-dimethoxybenzylidene)-7-methyl-3-oxo-2,3-dihydro-1-benzofuran-6-yl acetate",COc1ccc(/C=C2\Oc3c(ccc(OC(C)=O)c3C)C2=O)c(OC)c1
"(2Z)-2-(2,5-dimethoxybenzylidene)-6-hydroxy-1-benzofuran-3(2H)-one",COc1ccc(OC)c(/C=C2\Oc3cc(O)ccc3C2=O)c1
"(2Z)-2-(2,6-dichlorobenzylidene)-6-hydroxy-1-benzofuran-3(2H)-one",O=C1/C(=C/c2c(Cl)cccc2Cl)Oc2cc(O)ccc21
(2Z)-2-(2-chlorobenzylidene)-6-hydroxy-1-benzofuran-3(2H)-one,O=C1/C(=C/c2ccccc2Cl)Oc2cc(O)ccc21
(2Z)-2-(2-ethoxybenzylidene)-6-hydroxy-1-benzofuran-3(2H)-one,CCOc1ccccc1/C=C1\Oc2cc(O)ccc2C1=O
(2Z)-2-(2-hydroxybenzylidene)-6-methoxy-1-benzofuran-3(2H)-one,COc1ccc2c(c1)O/C(=C\c1ccccc1O)C2=O
"(2Z)-2-(2-methoxybenzylidene)-3-oxo-2,3-dihydro-1-benzofuran-6-yl acetate",COc1ccccc1/C=C1\Oc2cc(OC(C)=O)ccc2C1=O
"(2Z)-2-(3,4-dimethoxybenzylidene)-4-methyl-3-oxo-2,3-dihydro-1-benzofuran-6-yl acetate",COc1ccc(/C=C2\Oc3cc(OC(C)=O)cc(C)c3C2=O)cc1OC
"(2Z)-2-(3,4-dimethoxybenzylidene)-6-hydroxy-1-benzofuran-3(2H)-one",COc1ccc(/C=C2\Oc3cc(O)ccc3C2=O)cc1OC
(2Z)-2-(3-chlorobenzylidene)-6-hydroxy-1-benzofuran-3(2H)-one,O=C1/C(=C/c2cccc(Cl)c2)Oc2cc(O)ccc21
(2Z)-2-(3-fluorobenzylidene)-6-hydroxy-1-benzofuran-3(2H)-one,O=C1/C(=C/c2cccc(F)c2)Oc2cc(O)ccc21
(2Z)-2-(4-chlorobenzylidene)-6-hydroxy-1-benzofuran-3(2H)-one,O=C1/C(=C/c2ccc(Cl)cc2)Oc2cc(O)ccc21
(2Z)-2-(4-ethoxybenzylidene)-6-hydroxy-1-benzofuran-3(2H)-one,CCOc1ccc(/C=C2\Oc3cc(O)ccc3C2=O)cc1
(2Z)-2-(4-ethylbenzylidene)-6-hydroxy-1-benzofuran-3(2H)-one,CCc1ccc(/C=C2\Oc3cc(O)ccc3C2=O)cc1
(2Z)-2-(4-fluorobenzylidene)-6-hydroxy-1-benzofuran-3(2H)-one,O=C1/C(=C/c2ccc(F)cc2)Oc2cc(O)ccc21
(2Z)-2-(4-hydroxybenzylidene)-6-methoxy-1-benzofuran-3(2H)-one,COc1ccc2c(c1)O/C(=C\c1ccc(O)cc1)C2=O
(2Z)-2-(4-tert-butylbenzylidene)-6-hydroxy-1-benzofuran-3(2H)-one,CC(C)(C)c1ccc(/C=C2\Oc3cc(O)ccc3C2=O)cc1
"(2Z)-2-(5-bromo-2-methoxybenzylidene)-7-[(4-ethylpiperazin-1-ium-1-yl)methyl]-3-oxo-2,3-dihydro-1-benzofuran-6-olate",CCN1CCN(Cc2c(O)ccc3c2O/C(=C\c2cc(Br)ccc2OC)C3=O)CC1
"(2Z)-2-[(2,3-dimethoxyphenyl)methylidene]-4-hydroxy-6-methyl-2,3-dihydro-1-benzofuran-3-one",COc1cccc(/C=C2\Oc3cc(C)cc(O)c3C2=O)c1OC
"(2Z)-2-[(2,4-dimethoxyphenyl)methylidene]-6-hydroxy-4-methyl-1-benzofuran-3-one",COc1ccc(/C=C2\Oc3cc(O)cc(C)c3C2=O)c(OC)c1
"(2Z)-2-[(2,5-dimethoxyphenyl)methylidene]-4-hydroxy-6-methyl-2,3-dihydro-1-benzofuran-3-one",COc1ccc(OC)c(/C=C2\Oc3cc(C)cc(O)c3C2=O)c1
"(2Z)-2-[(3,4-dimethoxyphenyl)methylidene]-4-hydroxy-6-methyl-2,3-dihydro-1-benzofuran-3-one",COc1ccc(/C=C2\Oc3cc(C)cc(O)c3C2=O)cc1OC
(2Z)-2-[(3-bromophenyl)methylidene]-7-[(diethylazaniumyl)methyl]-3-oxo-1-benzofuran-6-olate,CCN(CC)Cc1c(O)ccc2c1O/C(=C\c1cccc(Br)c1)C2=O
(2Z)-2-[(4-bromophenyl)methylidene]-6-hydroxy-1-benzofuran-3-one,O=C1/C(=C/c2ccc(Br)cc2)Oc2cc(O)ccc21
"(2Z)-2-[(4-chlorophenyl)methylidene]-4-hydroxy-6-methyl-2,3-dihydro-1-benzofuran-3-one",Cc1cc(O)c2c(c1)O/C(=C\c1ccc(Cl)cc1)C2=O
"(2Z)-2-[(4-fluorophenyl)methylidene]-4-hydroxy-6-methyl-2,3-dihydro-1-benzofuran-3-one",Cc1cc(O)c2c(c1)O/C(=C\c1ccc(F)cc1)C2=O
(2Z)-2-[(4-methylphenyl)methylidene]-6-(2-oxopropoxy)-1-benzofuran-3-one,CC(=O)COc1ccc2c(c1)O/C(=C\c1ccc(C)cc1)C2=O
(2Z)-2-[(5-bromo-2-methoxyphenyl)methylidene]-7-[(diethylazaniumyl)methyl]-3-oxo-1-benzofuran-6-olate,CCN(CC)Cc1c(O)ccc2c1O/C(=C\c1cc(Br)ccc1OC)C2=O
"(2Z)-2-[(6-bromo-4H-1,3-benzodioxin-8-yl)methylidene]-6-hydroxy-1-benzofuran-3(2H)-one",O=C1/C(=C/c2cc(Br)cc3c2OCOC3)Oc2cc(O)ccc21
"(2Z)-2-[(6-chloro-4H-1,3-benzodioxin-8-yl)methylidene]-6-hydroxy-4-methyl-1-benzofuran-3(2H)-one",Cc1cc(O)cc2c1C(=O)/C(=C/c1cc(Cl)cc3c1OCOC3)O2
(2Z)-2-[2-(difluoromethoxy)benzylidene]-6-hydroxy-1-benzofuran-3(2H)-one,O=C1/C(=C/c2ccccc2OC(F)F)Oc2cc(O)ccc21
"(2Z)-2-benzylidene-3-oxo-2,3-dihydro-1-benzofuran-6-yl diethylcarbamate",CCN(CC)C(=O)Oc1ccc2c(c1)O/C(=C\c1ccccc1)C2=O
(2Z)-2-benzylidene-6-hydroxy-1-benzofuran-3(2H)-one,O=C1/C(=C/c2ccccc2)Oc2cc(O)ccc21
(2Z)-2-benzylidene-6-methoxy-1-benzofuran-3(2H)-one,COc1ccc2c(c1)O/C(=C\c1ccccc1)C2=O
"(2Z)-3-Ethyl-2-[[(3Z)-3-[(3-ethyl-1,3-benzothiazol-3-ium-2-yl)methylidene]-5,5-dimethylcyclohexen-1-yl]methylidene]-1,3-benzothiazole;iodide",CCN1/C(=C/C2=C/C(=C/c3sc4ccccc4[n+]3CC)CC(C)(C)C2)Sc2ccccc21.[I-]
"(2Z)-3-ethyl-2-[[(7E)-7-[(3-ethyl-5-methylsulfanyl-1,3-benzothiazol-3-ium-2-yl)methylidene]-4,4a,5,6-tetrahydro-3H-naphthalen-2-yl]methylidene]-5-methylsulfanyl-1,3-benzothiazole;iodide",CCN1/C(=C/C2=CC3=C/C(=C/c4sc5ccc(SC)cc5[n+]4CC)CCC3CC2)Sc2ccc(SC)cc21.[I-]
"(2Z)-3-oxo-2-(2,3,4-trimethoxybenzylidene)-2,3-dihydro-1-benzofuran-6-yl 2,2-dimethylpropanoate",COc1ccc(/C=C2\Oc3cc(OC(=O)C(C)(C)C)ccc3C2=O)c(OC)c1OC
"(2Z)-3-oxo-2-(2,4,5-trimethoxybenzylidene)-2,3-dihydro-1-benzofuran-6-yl 2,2-dimethylpropanoate",COc1cc(OC)c(OC)cc1/C=C1\Oc2cc(OC(=O)C(C)(C)C)ccc2C1=O
"(2Z)-3-oxo-2-(3,4,5-trimethoxybenzylidene)-2,3-dihydro-1-benzofuran-6-yl 2-methylpropanoate",COc1cc(/C=C2\Oc3cc(OC(=O)C(C)C)ccc3C2=O)cc(OC)c1OC
"(2Z)-4-hydroxy-2-[(2-methoxyphenyl)methylidene]-6-methyl-2,3-dihydro-1-benzofuran-3-one",COc1ccccc1/C=C1\Oc2cc(C)cc(O)c2C1=O
"(2Z)-4-hydroxy-2-[(3-methoxyphenyl)methylidene]-6-methyl-2,3-dihydro-1-benzofuran-3-one",COc1cccc(/C=C2\Oc3cc(C)cc(O)c3C2=O)c1
"(2Z)-4-hydroxy-2-[(4-methoxyphenyl)methylidene]-6-methyl-2,3-dihydro-1-benzofuran-3-one",COc1ccc(/C=C2\Oc3cc(C)cc(O)c3C2=O)cc1
"(2Z)-4-hydroxy-6-methyl-2-(phenylmethylidene)-2,3-dihydro-1-benzofuran-3-one",Cc1cc(O)c2c(c1)O/C(=C\c1ccccc1)C2=O
"(2Z)-4-hydroxy-6-methyl-2-[(2,3,4-trimethoxyphenyl)methylidene]-2,3-dihydro-1-benzofuran-3-one",COc1ccc(/C=C2\Oc3cc(C)cc(O)c3C2=O)c(OC)c1OC
"(2Z)-4-hydroxy-6-methyl-2-[(3,4,5-trimethoxyphenyl)methylidene]-2,3-dihydro-1-benzofuran-3-one",COc1cc(/C=C2\Oc3cc(C)cc(O)c3C2=O)cc(OC)c1OC
"(2Z)-4-methyl-3-oxo-2-(3,4,5-trimethoxybenzylidene)-2,3-dihydro-1-benzofuran-6-yl acetate",COc1cc(/C=C2\Oc3cc(OC(C)=O)cc(C)c3C2=O)cc(OC)c1OC
(2Z)-6-ethoxy-2-(3-hydroxybenzylidene)-1-benzofuran-3(2H)-one,CCOc1ccc2c(c1)O/C(=C\c1cccc(O)c1)C2=O
"(2Z)-6-ethoxy-2-[(2-methoxyphenyl)methylidene]-2,3-dihydro-1-benzofuran-3-one",CCOc1ccc2c(c1)O/C(=C\c1ccccc1OC)C2=O
"(2Z)-6-hydroxy-2-(2,3,4-trimethoxybenzylidene)-1-benzofuran-3(2H)-one",COc1ccc(/C=C2\Oc3cc(O)ccc3C2=O)c(OC)c1OC
(2Z)-6-hydroxy-2-(2-methoxybenzylidene)-1-benzofuran-3(2H)-one,COc1ccccc1/C=C1\Oc2cc(O)ccc2C1=O
(2Z)-6-hydroxy-2-(2-methylbenzylidene)-1-benzofuran-3(2H)-one,Cc1ccccc1/C=C1\Oc2cc(O)ccc2C1=O
"(2Z)-6-hydroxy-2-(3,4,5-trimethoxybenzylidene)-1-benzofuran-3(2H)-one",COc1cc(/C=C2\Oc3cc(O)ccc3C2=O)cc(OC)c1OC
(2Z)-6-hydroxy-2-(3-methoxybenzylidene)-1-benzofuran-3(2H)-one,COc1cccc(/C=C2\Oc3cc(O)ccc3C2=O)c1
(2Z)-6-hydroxy-2-(3-methylbenzylidene)-1-benzofuran-3(2H)-one,Cc1cccc(/C=C2\Oc3cc(O)ccc3C2=O)c1
(2Z)-6-hydroxy-2-(4-isopropylbenzylidene)-1-benzofuran-3(2H)-one,CC(C)c1ccc(/C=C2\Oc3cc(O)ccc3C2=O)cc1
(2Z)-6-Hydroxy-2-(4-methoxybenzylidene)-1-benzofuran-3(2H)-one,COc1ccc(/C=C2\Oc3cc(O)ccc3C2=O)cc1
(2Z)-6-hydroxy-2-(4-methoxybenzylidene)-7-methyl-1-benzofuran-3(2H)-one,COc1ccc(/C=C2\Oc3c(ccc(O)c3C)C2=O)cc1
(2Z)-6-hydroxy-2-(4-methylbenzylidene)-1-benzofuran-3(2H)-one,Cc1ccc(/C=C2\Oc3cc(O)ccc3C2=O)cc1
"(2Z)-6-hydroxy-2-[(4-methoxyphenyl)methylidene]-7-methyl-5-[(4-methylpiperazin-1-yl)methyl]-2,3-dihydro-1-benzofuran-3-one",COc1ccc(/C=C2\Oc3c(cc(CN4CCN(C)CC4)c(O)c3C)C2=O)cc1
(2Z)-6-hydroxy-2-[(4-methylphenyl)methylidene]-7-[(4-methylpiperazin-1-yl)methyl]-1-benzofuran-3-one,Cc1ccc(/C=C2\Oc3c(ccc(O)c3CN3CCN(C)CC3)C2=O)cc1
(2Z)-7-[(4-ethylpiperazin-1-yl)methyl]-6-hydroxy-2-[(4-methylphenyl)methylidene]-1-benzofuran-3-one,CCN1CCN(Cc2c(O)ccc3c2O/C(=C\c2ccc(C)cc2)C3=O)CC1
"(2Z,5E)-2-((3,5-dichlorophenyl)imino)-5-(4-hydroxy-3-methoxybenzylidene)thiazolidin-4-one",COc1cc(/C=C2/S/C(=N\c3cc(Cl)cc(Cl)c3)NC2=O)ccc1O
"(2Z,5Z)-2-((4-hydroxyphenyl)imino)-5-(3-methylbenzylidene)thiazolidin-4-one",Cc1cccc(/C=C2\S/C(=N\c3ccc(O)cc3)NC2=O)c1
"(2Z,5Z)-2-((4-hydroxyphenyl)imino)-5-(3-phenoxybenzylidene)thiazolidin-4-one",O=C1N/C(=N/c2ccc(O)cc2)S/C1=C\c1cccc(Oc2ccccc2)c1
"(2Z,5Z)-5-(2,3-dimethoxybenzylidene)-2-((4-hydroxyphenyl)imino)thiazolidin-4-one",COc1cccc(/C=C2\S/C(=N\c3ccc(O)cc3)NC2=O)c1OC
"(2Z,5Z)-5-(2,4-dichlorobenzylidene)-2-((4-hydroxyphenyl)imino)thiazolidin-4-one",O=C1N/C(=N/c2ccc(O)cc2)S/C1=C\c1ccc(Cl)cc1Cl
"(2Z,5Z)-5-(2,5-dimethoxybenzylidene)-2-((4-hydroxyphenyl)imino)thiazolidin-4-one",COc1ccc(OC)c(/C=C2\S/C(=N\c3ccc(O)cc3)NC2=O)c1
